dataset,fusion,family,framing,rule,dev_ndcg,pred_std,beats_constant,vs_constant,pred_mean,alpha_const,vs_constant_ci_lo,vs_constant_ci_hi,sig_vs_constant,cal_minus_raw,cal_vs_raw_ci_lo,cal_vs_raw_ci_hi,sig_cal_vs_raw
quora,score-minmax,reference,constant,-,0.8984919786453247,0.0,False,0.0,,,,,,,,,
quora,score-minmax,reference,oracle,-,0.9353361129760742,0.0,True,0.03684413433074951,,,,,,,,,
quora,score-minmax,lightgbm,regression,raw,0.8945195078849792,0.08125109379544199,False,-0.003972494974732399,0.11001791072729909,0.28999999165534973,-0.006989281869027764,-0.0010505286074476326,True,,,,
quora,score-minmax,lightgbm,regression,calibrated,0.8985249996185303,0.12124617187644136,True,3.296446811873466e-05,0.27769200360178947,0.28999999165534973,-0.0027511283638887107,0.0027149724541231986,False,0.004005459137260914,0.0008473238383885474,0.007270489481743425,True
quora,score-minmax,lightgbm,binary,raw,0.8876673579216003,0.0436745044258579,False,-0.010824567638337612,0.06772562016862528,0.28999999165534973,-0.014849232952110469,-0.0070228437194600705,True,,,,
quora,score-minmax,lightgbm,binary,calibrated,0.8977716565132141,0.1281031208615661,False,-0.0007203368004411459,0.2643439956948161,0.28999999165534973,-0.003184977784985676,0.0016091215657070273,False,0.010104231536388397,0.006173766427673399,0.014253009669482708,True
quora,score-minmax,lightgbm,multibin,raw,0.8948140740394592,0.13152473769546394,False,-0.003677907632663846,0.10267795158857938,0.28999999165534973,-0.006696541758719832,-0.0007107344252290208,True,,,,
quora,score-minmax,lightgbm,multibin,calibrated,0.8996814489364624,0.10573669200004,True,0.0011895389761775732,0.25801200199723245,0.28999999165534973,-0.0013199372042436153,0.003556340915383771,False,0.0048674470745027065,0.0015310143382521347,0.008066465007141232,True
quora,score-minmax,xgboost,regression,raw,0.8948079943656921,0.07361661668755838,False,-0.003683993127197027,0.10128014578532893,0.28999999165534973,-0.006801654282025993,-0.0005599259719019757,True,,,,
quora,score-minmax,xgboost,regression,calibrated,0.900069534778595,0.0,True,0.0015774976927787066,0.3199999928474426,0.28999999165534973,0.0002838280546711758,0.0029893807310145347,True,0.005261491052806377,0.0017999291158048436,0.008913293411023914,True
quora,score-minmax,xgboost,binary,raw,0.8897663950920105,0.035893332480550745,False,-0.008725577965378761,0.08242303927093744,0.28999999165534973,-0.012496145768091082,-0.005242678336799147,True,,,,
quora,score-minmax,xgboost,binary,calibrated,0.900069534778595,0.0,True,0.0015774976927787066,0.3199999928474426,0.28999999165534973,0.0002838280546711758,0.0029893807310145347,True,0.010303075425326824,0.006170992541592568,0.014453109470196067,True
quora,score-minmax,xgboost,multibin,raw,0.9010310769081116,0.025976881761447624,True,0.002539069624617696,0.33834504186928277,0.28999999165534973,0.0008171747482265346,0.0044665847555734215,True,,,,
quora,score-minmax,xgboost,multibin,calibrated,0.900841474533081,0.14025827334595228,True,0.002349503105506301,0.23797600005716085,0.28999999165534973,-0.00023215615983644965,0.00507641399744898,False,-0.00018956659187097102,-0.0025875675608403982,0.00230854187393561,False
quora,score-minmax,hist_gbdt,regression,raw,0.896310567855835,0.122339257187427,False,-0.0021814247593283653,0.14299461545613557,0.28999999165534973,-0.005272860289551318,0.0008761478617088862,False,,,,
quora,score-minmax,hist_gbdt,regression,calibrated,0.8982926607131958,0.09657519020488355,False,-0.00019931158749386668,0.2861279978245497,0.28999999165534973,-0.001730806307750754,0.0014127155765891073,False,0.001982112880796194,-0.0012730580056086183,0.005344104662071913,False
quora,score-minmax,hist_gbdt,binary,raw,0.8840320110321045,0.05797471203507243,False,-0.014459965750575066,0.0438894779957048,0.28999999165534973,-0.018961167754605414,-0.010149306431412698,True,,,,
quora,score-minmax,hist_gbdt,binary,calibrated,0.8976806402206421,0.10812321650873624,False,-0.0008112631621770561,0.3301040000617504,0.28999999165534973,-0.003400888293981552,0.001837804037495516,False,0.013648702763020992,0.008988879271782935,0.01859235386364162,True
quora,score-minmax,hist_gbdt,multibin,raw,0.892634391784668,0.06806955357339296,False,-0.005857618525624275,0.08546817474547806,0.28999999165534973,-0.00934265328105539,-0.0025975957105401903,True,,,,
quora,score-minmax,hist_gbdt,multibin,calibrated,0.9002029299736023,0.12494808081634773,True,0.0017109437612816691,0.24397199757099153,0.28999999165534973,-0.0001856739239883609,0.0039963079732842745,False,0.007568562403321266,0.00426311899209395,0.010878906724974513,True
quora,score-minmax,random_forest,regression,raw,0.8954277634620667,0.0739702853160707,False,-0.0030642380006611347,0.12368223511244254,0.28999999165534973,-0.006080033932812512,-0.0004294310354453048,True,,,,
quora,score-minmax,random_forest,regression,calibrated,0.8994376063346863,0.1035158317035708,True,0.0009456509724259377,0.2440879952609539,0.28999999165534973,-0.0006944462220417336,0.00252539548673667,False,0.00400988943874836,0.0014490002125967295,0.00701002274872735,True
quora,score-minmax,random_forest,binary,raw,0.8879687786102295,0.056795668035306904,False,-0.010523208416998386,0.08144736644636147,0.28999999165534973,-0.014510361035354436,-0.006972630834206939,True,,,,
quora,score-minmax,random_forest,binary,calibrated,0.8976330161094666,0.12649525141808113,False,-0.0008590152719989419,0.25246399909853934,0.28999999165534973,-0.0033367292548064143,0.0018943989736726508,False,0.009664193727076054,0.005630968092009425,0.01395102587994188,True
quora,score-minmax,random_forest,multibin,raw,0.8954198956489563,0.05572950265664664,False,-0.003072070423513651,0.10925046817784209,0.28999999165534973,-0.005946927820332348,-0.0003035147055925342,True,,,,
quora,score-minmax,random_forest,multibin,calibrated,0.900215208530426,0.14592815012757868,True,0.0017232365207746625,0.2468039984896779,0.28999999165534973,-0.0009881185222184285,0.0040905864094384,False,0.004795307293534279,0.0015428850543685257,0.008063593157567082,True
quora,score-minmax,extra_trees,regression,raw,0.8959873914718628,0.08170875225333801,False,-0.002504585310816765,0.12356819171114734,0.28999999165534973,-0.005245166376698762,0.0001456870970287127,False,,,,
quora,score-minmax,extra_trees,regression,calibrated,0.8997001051902771,0.14546012669917113,True,0.0012081515742465854,0.20482399851977826,0.28999999165534973,-0.0011137165158288554,0.0034063583763781933,False,0.0037127372343093157,0.0003447145274549258,0.0067172124283388255,True
quora,score-minmax,extra_trees,binary,raw,0.888013482093811,0.06884846248723023,False,-0.010478533804416656,0.08343722633815012,0.28999999165534973,-0.014335562451742589,-0.006734161032363773,True,,,,
quora,score-minmax,extra_trees,binary,calibrated,0.8987141847610474,0.12822654557730656,True,0.00022222090046852827,0.26539199915081263,0.28999999165534973,-0.0018721814994933084,0.0026154411782044916,False,0.010700755752623081,0.006774114642757923,0.0150730702560395,True
quora,score-minmax,extra_trees,multibin,raw,0.8945821523666382,0.05591118000030468,False,-0.0039098444394767284,0.09858741951436627,0.28999999165534973,-0.006890854029916227,-0.0010853125742869452,True,,,,
quora,score-minmax,extra_trees,multibin,calibrated,0.8996517658233643,0.1465223146802371,True,0.001159750740043819,0.19522800289765,0.28999999165534973,-0.0014888588775647804,0.0035883084347005934,False,0.005069595295935869,0.001561347077949904,0.008659280859865249,True
quora,score-minmax,elasticnet,regression,raw,0.8949050903320312,0.0770348161209557,False,-0.003586851991713047,0.08990517293071247,0.28999999165534973,-0.006534492457285523,-0.000603072509693448,True,,,,
quora,score-minmax,elasticnet,regression,calibrated,0.900069534778595,0.0,True,0.0015774976927787066,0.3199999928474426,0.28999999165534973,0.0002838280546711758,0.0029893807310145347,True,0.005164349917322397,0.0016704290203051642,0.008496266091242433,True
quora,score-minmax,logreg,binary,raw,0.8977218866348267,5.551115123125783e-17,False,-0.0007701440481469035,0.27575615434249295,0.28999999165534973,-0.0015151480067288503,-0.00011350542954460266,True,,,,
quora,score-minmax,logreg,binary,calibrated,0.900069534778595,0.0,True,0.0015774976927787066,0.3199999928474426,0.28999999165534973,0.0002838280546711758,0.0029893807310145347,True,0.002347641857340932,0.0008486918814014643,0.003907426481600851,True
quora,score-minmax,logreg,multibin,raw,0.8996121287345886,1.1102230246251565e-16,True,0.0011201646411791444,0.3113014880826621,0.28999999165534973,-2.459629345139545e-05,0.002316674729809165,False,,,,
quora,score-minmax,logreg,multibin,calibrated,0.9019876718521118,0.14306918281541098,True,0.003495758166536689,0.198028002627939,0.28999999165534973,0.0011857358331326395,0.0059602702152915295,True,0.002375593176111579,6.722100297338333e-05,0.004867044650018215,True
